"Date","AAPL","MSFT","SPY"
2010-01-12,207.72,30.07,113.66
2010-01-13,210.65,30.35,114.62
2010-01-14,209.43,30.96,114.93
2010-01-15,205.93,30.86,113.64
2010-01-19,215.04,31.1,115.06
2010-01-20,211.73,30.59,113.89
2010-01-21,208.07,30.01,111.7
2010-01-22,197.75,28.96,109.21
2010-01-25,203.07,29.32,109.77
2010-01-26,205.94,29.5,109.31
2010-01-27,207.88,29.67,109.83
2010-01-28,199.29,29.16,108.57
2010-01-29,192.06,28.18,107.39
2010-02-01,194.73,28.41,109.06
2010-02-02,195.86,28.46,110.38
2010-02-03,199.23,28.63,109.83
2010-02-04,192.05,27.84,106.44
2010-02-05,195.46,28.02,106.66
2010-02-08,194.12,27.72,105.89
2010-02-09,196.19,28.01,107.22
2010-02-10,195.12,27.99,107.01
2010-02-11,198.67,28.12,108.13
2010-02-12,200.38,27.93,108.04
2010-02-16,203.4,28.35,109.74
2010-02-17,202.55,28.59,110.26
2010-02-18,202.93,28.97,110.91
2010-02-19,201.67,28.77,111.14
2010-02-22,200.42,28.73,111.16
2010-02-23,197.06,28.33,109.81
2010-02-24,200.66,28.63,110.82
2010-02-25,202,28.6,110.67
2010-02-26,204.62,28.67,110.74
2010-03-01,208.99,29.02,111.89
2010-03-02,208.85,28.46,112.2
2010-03-03,209.33,28.46,112.3
2010-03-04,210.71,28.63,112.64
2010-03-05,218.95,28.59,114.25
2010-03-08,219.08,28.63,114.27
2010-03-09,223.02,28.8,114.46
2010-03-10,224.84,28.97,114.97
2010-03-11,225.5,29.18,115.45
2010-03-12,226.6,29.27,115.46
2010-03-15,223.84,29.29,115.49
2010-03-16,224.45,29.37,116.41
2010-03-17,224.12,29.63,117.1
2010-03-18,224.65,29.61,117.04
2010-03-19,222.25,29.59,115.97
2010-03-22,224.75,29.6,116.59
2010-03-23,228.36,29.88,117.41
2010-03-24,229.37,29.65,116.84
2010-03-25,226.65,30.01,116.65
2010-03-26,230.9,29.66,116.58
2010-03-29,232.39,29.59,117.32
2010-03-30,235.85,29.77,117.4
2010-03-31,235,29.29,117
2010-04-01,235.97,29.16,117.8
2010-04-05,238.49,29.27,118.76
2010-04-06,239.54,29.32,119.04
2010-04-07,240.6,29.35,118.36
2010-04-08,239.95,29.92,118.77
2010-04-09,241.79,30.34,119.55
2010-04-12,242.29,30.32,119.74
2010-04-13,242.43,30.45,119.83
2010-04-14,245.69,30.82,121.19
2010-04-15,248.92,30.87,121.29
2010-04-16,247.4,30.67,119.36
2010-04-19,247.07,31.04,119.81
2010-04-20,244.59,31.36,120.88
2010-04-21,259.22,31.33,120.66
2010-04-22,266.47,31.39,121.02
2010-04-23,270.83,30.96,121.81
2010-04-26,269.5,31.11,121.35
2010-04-27,262.04,30.85,118.48
2010-04-28,261.6,30.91,119.38
2010-04-29,268.64,31,120.86
2010-04-30,261.09,30.54,118.81
2010-05-03,266.35,30.86,120.35
2010-05-04,258.68,30.13,117.52
2010-05-05,255.99,29.85,116.82
2010-05-06,246.25,28.98,112.94
2010-05-07,235.86,28.21,111.26
2010-05-10,253.99,28.94,116.16
2010-05-11,256.52,28.88,115.83
2010-05-12,262.09,29.44,117.45
2010-05-13,258.36,29.24,115.99
2010-05-14,253.82,28.93,113.89
2010-05-17,254.22,28.94,113.95
2010-05-18,252.36,28.6,112.4
2010-05-19,248.34,28.24,111.76
2010-05-20,237.76,27.11,107.54
2010-05-21,242.32,26.84,109.11
2010-05-24,246.76,26.27,107.71
2010-05-25,245.22,26.07,107.82
2010-05-26,244.11,25.01,107.17
2010-05-27,253.35,26,110.76
2010-05-28,256.88,25.8,109.37
2010-06-01,260.83,25.89,107.53
2010-06-02,263.95,26.46,110.33
2010-06-03,263.12,26.86,110.71
2010-06-04,255.96,25.79,106.82
2010-06-07,250.94,25.29,105.49
2010-06-08,249.33,25.11,106.62
2010-06-09,243.2,24.79,106.05
2010-06-10,250.51,25,109.15
2010-06-11,253.51,25.66,109.68
2010-06-14,254.28,25.5,109.51
2010-06-15,259.69,26.58,112
2010-06-16,267.25,26.32,111.96
2010-06-17,271.87,26.37,112.14
2010-06-18,274.07,26.44,111.73
2010-06-21,270.17,25.95,111.41
2010-06-22,273.85,25.77,109.57
2010-06-23,270.97,25.31,109.23
2010-06-24,269,25,107.42
2010-06-25,266.7,24.53,107.87
2010-06-28,268.3,24.31,107.53
2010-06-29,256.17,23.31,104.21
2010-06-30,251.53,23.01,103.22
2010-07-01,248.48,23.16,102.76
2010-07-02,246.94,23.27,102.2
2010-07-06,248.63,23.82,102.87
2010-07-07,258.67,24.3,106.11
2010-07-08,258.09,24.41,107.16
2010-07-09,259.62,24.27,107.96
2010-07-12,257.29,24.83,108.03
2010-07-13,251.8,25.13,109.66
2010-07-14,252.73,25.44,109.65
2010-07-15,251.45,25.51,109.68
2010-07-16,249.9,24.89,106.66
2010-07-19,245.58,25.23,107.29
2010-07-20,251.89,25.48,108.48
2010-07-21,254.24,25.12,107.07
2010-07-22,259.02,25.84,109.46
2010-07-23,259.94,25.81,110.41
2010-07-26,259.28,26.1,111.56
2010-07-27,264.08,26.16,111.55
2010-07-28,260.96,25.95,110.83
2010-07-29,258.11,26.03,110.29
2010-07-30,257.25,25.81,110.27
2010-08-02,261.85,26.33,112.76
2010-08-03,261.93,26.16,112.22
2010-08-04,262.98,25.73,112.97
2010-08-05,261.7,25.37,112.85
2010-08-06,260.09,25.55,112.39
2010-08-09,261.75,25.61,112.99
2010-08-10,259.41,25.07,112.38
2010-08-11,250.19,24.86,109.3
2010-08-12,251.79,24.49,108.63
2010-08-13,249.1,24.4,108.31
2010-08-16,247.64,24.5,108.26
2010-08-17,251.97,24.71,109.59
2010-08-18,253.07,24.82,109.79
2010-08-19,249.88,24.44,107.88
2010-08-20,249.64,24.23,107.53
2010-08-23,245.8,24.28,107.12
2010-08-24,239.93,24.04,105.53
2010-08-25,242.89,24.1,105.94
2010-08-26,240.28,23.82,105.23
2010-08-27,241.62,23.93,106.86
2010-08-30,242.5,23.64,105.31
2010-08-31,243.1,23.47,105.31
2010-09-01,250.33,23.9,108.46
2010-09-02,252.17,23.94,109.47
2010-09-03,258.77,24.29,110.89
2010-09-07,257.81,23.96,109.64
2010-09-08,262.92,23.93,110.41
2010-09-09,263.07,24.01,110.92
2010-09-10,263.41,23.85,111.48
2010-09-13,267.04,25.11,112.72
2010-09-14,268.06,25.03,112.65
2010-09-15,270.22,25.12,113.08
2010-09-16,276.57,25.33,113.05
2010-09-17,275.37,25.22,112.49
2010-09-20,283.23,25.43,114.21
2010-09-21,283.77,25.15,113.98
2010-09-22,287.75,24.61,113.42
2010-09-23,288.92,24.43,112.5
2010-09-24,292.32,24.78,114.82
2010-09-27,291.16,24.73,114.27
2010-09-28,286.86,24.68,114.67
2010-09-29,287.37,24.5,114.47
2010-09-30,283.75,24.49,114.13
2010-10-01,282.52,24.38,114.61
2010-10-04,278.64,23.91,113.75
2010-10-05,288.94,24.35,116.04
2010-10-06,289.19,24.43,116.03
2010-10-07,289.22,24.53,115.89
2010-10-08,294.07,24.57,116.54
2010-10-11,295.36,24.59,116.65
2010-10-12,298.54,24.83,117.01
2010-10-13,300.14,25.34,117.92
2010-10-14,302.31,25.23,117.46
2010-10-15,314.74,25.54,117.7
2010-10-18,318,25.82,118.28
2010-10-19,309.49,25.1,116.73
2010-10-20,310.53,25.31,117.87
2010-10-21,309.52,25.42,118.13
2010-10-22,307.47,25.38,118.35
2010-10-25,308.84,25.19,118.7
2010-10-26,308.05,25.9,118.72
2010-10-27,307.83,26.05,118.38
2010-10-28,305.24,26.28,118.4
2010-10-29,300.98,26.67,118.49
2010-11-01,304.18,26.95,118.53
2010-11-02,309.36,27.39,119.47
2010-11-03,312.8,27.03,119.95
2010-11-04,318.27,27.14,122.26
2010-11-05,317.13,26.85,122.72
2010-11-08,318.62,26.81,122.49
2010-11-09,316.08,26.95,121.61
2010-11-10,318.03,26.94,122.1
2010-11-11,316.65,26.68,121.64
2010-11-12,308.03,26.27,120.2
2010-11-15,307.04,26.2,120.03
2010-11-16,301.59,25.81,118.16
2010-11-17,300.5,25.57,118.22
2010-11-18,308.43,25.84,119.96
2010-11-19,306.73,25.69,120.29
2010-11-22,313.36,25.73,120.19
2010-11-23,308.73,25.12,118.45
2010-11-24,314.8,25.37,120.2
2010-11-26,315,25.25,118.8
2010-11-29,316.87,25.31,119.16
2010-11-30,311.15,25.26,118.49
2010-12-01,316.4,26.04,121.01
2010-12-02,318.15,26.89,122.56
2010-12-03,317.44,27.02,122.89
2010-12-06,320.15,26.84,122.76
2010-12-07,318.21,26.87,122.83
2010-12-08,321.01,27.23,123.28
2010-12-09,319.76,27.08,123.76
2010-12-10,320.56,27.34,124.48
2010-12-13,321.67,27.25,124.56
2010-12-14,320.29,27.62,124.67
2010-12-15,320.36,27.85,124.1
2010-12-16,321.25,27.99,124.82
2010-12-17,320.61,27.9,124.3
2010-12-20,322.21,27.81,124.6
2010-12-21,324.2,28.07,125.39
2010-12-22,325.16,28.19,125.78
2010-12-23,323.6,28.3,125.6
2010-12-27,324.68,28.07,125.65
2010-12-28,325.47,28.01,125.83
2010-12-29,325.29,27.97,125.92
2010-12-30,323.66,27.85,125.72
2010-12-31,322.56,27.91,125.75
2011-01-03,329.57,27.98,127.05
2011-01-04,331.29,28.09,126.98
2011-01-05,334,28,127.64
2011-01-06,333.73,28.82,127.39
2011-01-07,336.12,28.6,127.14
2011-01-10,342.45,28.22,126.98
2011-01-11,341.64,28.11,127.43
2011-01-12,344.42,28.55,128.58
2011-01-13,345.68,28.19,128.37
2011-01-14,348.48,28.3,129.3
2011-01-18,340.65,28.66,129.52
2011-01-19,338.84,28.47,128.25
2011-01-20,332.68,28.35,128.08
2011-01-21,326.72,28.02,128.37
2011-01-24,337.45,28.38,129.1
2011-01-25,341.4,28.45,129.17
2011-01-26,343.85,28.78,129.67
2011-01-27,343.21,28.87,129.99
2011-01-28,336.1,27.75,127.72
2011-01-31,339.32,27.73,128.68
2011-02-01,345.03,27.99,130.74
2011-02-02,344.32,27.94,130.49
2011-02-03,343.44,27.65,130.78
2011-02-04,346.5,27.77,131.15
2011-02-07,351.88,28.2,131.97
2011-02-08,355.2,28.28,132.57
2011-02-09,358.16,27.97,132.27
2011-02-10,354.54,27.5,132.32
2011-02-11,356.85,27.25,133.11
2011-02-14,359.18,27.23,133.43
2011-02-15,359.9,26.96,133.01
2011-02-16,363.13,27.02,133.85
2011-02-17,358.3,27.21,134.25
2011-02-18,350.56,27.06,134.53
2011-02-22,338.61,26.59,131.83
2011-02-23,342.62,26.59,131.02
2011-02-24,342.88,26.77,130.93
2011-02-25,348.16,26.55,132.33
2011-02-28,353.21,26.58,133.15
2011-03-01,349.31,26.16,130.93
2011-03-02,352.12,26.08,131.21
2011-03-03,359.56,26.2,133.47
2011-03-04,360,25.95,132.47
2011-03-07,355.36,25.72,131.43
2011-03-08,355.76,25.91,132.58
2011-03-09,352.47,25.89,132.39
2011-03-10,346.67,25.41,129.94
2011-03-11,351.99,25.68,130.84
2011-03-14,353.56,25.69,130.05
2011-03-15,345.43,25.39,128.56
2011-03-16,330.01,24.79,126.18
2011-03-17,334.64,24.78,127.85
2011-03-18,330.67,24.8,127.76
2011-03-21,339.3,25.33,129.74
2011-03-22,341.2,25.3,129.29
2011-03-23,339.19,25.54,129.66
2011-03-24,344.97,25.81,130.9
2011-03-25,351.54,25.62,131.3
2011-03-28,350.44,25.41,130.98
2011-03-29,350.96,25.49,131.86
2011-03-30,348.63,25.61,132.77
2011-03-31,348.51,25.39,132.59
2011-04-01,344.56,25.48,133.15
2011-04-04,341.19,25.55,133.26
2011-04-05,338.89,25.78,133.24
2011-04-06,338.04,26.15,133.66
2011-04-07,338.08,26.2,133.32
2011-04-08,335.06,26.07,132.86
2011-04-11,330.8,25.98,132.46
2011-04-12,332.4,25.64,131.47
2011-04-13,336.13,25.63,131.46
2011-04-14,332.42,25.42,131.56
2011-04-15,327.46,25.37,132.04
2011-04-18,331.85,25.08,130.56
2011-04-19,337.86,25.15,131.31
2011-04-20,342.41,25.76,133.1
2011-04-21,350.7,25.52,133.78
2011-04-25,353.01,25.61,133.64
2011-04-26,350.42,26.19,134.79
2011-04-27,350.15,26.38,135.67
2011-04-28,346.75,26.71,136.11
2011-04-29,350.13,25.92,136.43
2011-05-02,346.28,25.66,136.22
2011-05-03,348.2,25.81,135.73
2011-05-04,349.57,26.06,134.83
2011-05-05,346.75,25.79,133.61
2011-05-06,346.66,25.87,134.2
2011-05-09,347.6,25.83,134.72
2011-05-10,349.45,25.67,135.87
2011-05-11,347.23,25.36,134.44
2011-05-12,346.57,25.32,135.08
2011-05-13,340.5,25.03,134.04
2011-05-16,333.3,24.57,133.19
2011-05-17,336.14,24.52,133.17
2011-05-18,339.87,24.69,134.36
2011-05-19,340.53,24.72,134.68
2011-05-20,335.22,24.49,133.61
2011-05-23,334.4,24.17,132.06
2011-05-24,332.19,24.15,131.95
2011-05-25,336.78,24.19,132.39
2011-05-26,335,24.67,133
2011-05-27,337.41,24.76,133.51
2011-05-31,347.83,25.01,134.9
2011-06-01,345.51,24.43,131.87
2011-06-02,346.1,24.22,131.73
2011-06-03,343.44,23.91,130.42
2011-06-06,338.04,24.01,129.04
2011-06-07,332.04,24.06,128.96
2011-06-08,332.24,23.94,128.42
2011-06-09,331.49,23.96,129.4
2011-06-10,325.9,23.71,127.6
2011-06-13,326.6,24.04,127.7
2011-06-14,332.44,24.22,129.32
2011-06-15,326.75,23.74,127.02
2011-06-16,325.16,24,127.3
2011-06-17,320.26,24.26,127.05
2011-06-20,315.32,24.47,127.7
2011-06-21,325.3,24.76,129.45
2011-06-22,322.61,24.65,128.67
2011-06-23,331.23,24.63,128.3
2011-06-24,326.35,24.3,126.81
2011-06-27,332.04,25.2,127.94
2011-06-28,335.26,25.8,129.61
2011-06-29,334.04,25.62,130.72
2011-06-30,335.67,26,131.97
2011-07-01,343.26,26.02,133.92
2011-07-05,349.43,26.03,133.81
2011-07-06,351.76,26.33,133.97
2011-07-07,357.2,26.77,135.36
2011-07-08,359.71,26.92,134.4
2011-07-11,354,26.63,131.97
2011-07-12,353.75,26.54,131.4
2011-07-13,358.02,26.63,131.84
2011-07-14,357.77,26.47,130.93
2011-07-15,364.92,26.78,131.69
2011-07-18,373.8,26.59,130.61
2011-07-19,376.85,27.54,132.73
2011-07-20,386.9,27.06,132.65
2011-07-21,387.29,27.1,134.49
2011-07-22,393.3,27.53,134.58
2011-07-25,398.5,27.91,133.83
2011-07-26,403.41,28.08,133.33
2011-07-27,392.59,27.33,130.6
2011-07-28,391.82,27.72,130.22
2011-07-29,390.48,27.4,129.33
2011-08-01,396.75,27.27,128.78
2011-08-02,388.91,26.8,125.49
2011-08-03,392.57,26.92,126.17
2011-08-04,377.37,25.94,120.26
2011-08-05,373.62,25.68,120.08
2011-08-08,353.21,24.48,112.26
2011-08-09,374.01,25.58,117.48
2011-08-10,363.69,24.2,112.29
2011-08-11,373.7,25.19,117.33
2011-08-12,376.99,25.1,118.12
2011-08-15,383.41,25.51,120.62
2011-08-16,380.48,25.35,119.59
2011-08-17,380.44,25.25,119.67
2011-08-18,366.05,24.67,114.51
2011-08-19,356.03,24.05,112.64
2011-08-22,356.44,23.98,112.73
2011-08-23,373.6,24.72,116.44
2011-08-24,376.18,24.9,118.08
2011-08-25,373.72,24.57,116.28
2011-08-26,383.58,25.25,117.97
2011-08-29,389.97,25.84,121.36
2011-08-30,389.99,26.23,121.68
2011-08-31,384.83,26.6,122.22
2011-09-01,381.03,26.21,120.94
2011-09-02,374.05,25.8,117.85
2011-09-06,379.74,25.51,116.99
2011-09-07,383.93,26,120.29
2011-09-08,384.14,26.22,119.04
2011-09-09,377.48,25.74,115.92
2011-09-12,379.94,25.89,116.67
2011-09-13,384.62,26.04,117.74
2011-09-14,389.3,26.5,119.37
2011-09-15,392.96,26.99,121.43
2011-09-16,400.5,27.12,121.52
2011-09-19,411.63,27.21,120.31
2011-09-20,413.45,26.98,120.17
2011-09-21,412.14,25.99,116.63
2011-09-22,401.82,25.06,112.86
2011-09-23,404.3,25.06,113.54
2011-09-26,403.17,25.44,116.24
2011-09-27,399.26,25.67,117.54
2011-09-28,397.01,25.58,115.14
2011-09-29,390.57,25.45,116.05
2011-09-30,381.32,24.89,113.15
2011-10-03,374.6,24.53,109.93
2011-10-04,372.5,25.34,112.34
2011-10-05,378.25,25.89,114.42
2011-10-06,377.37,26.34,116.49
2011-10-07,369.8,26.25,115.71
2011-10-10,388.81,26.94,119.58
2011-10-11,400.29,27,119.7
2011-10-12,402.19,26.96,120.75
2011-10-13,408.43,27.18,120.51
2011-10-14,422,27.27,122.57
2011-10-17,419.99,26.98,120.23
2011-10-18,422.24,27.31,122.58
2011-10-19,398.62,27.13,121.13
2011-10-20,395.31,27.04,121.66
2011-10-21,392.87,27.16,123.97
2011-10-24,405.77,27.19,125.49
2011-10-25,397.77,26.81,123.05
2011-10-26,400.6,26.59,124.3
2011-10-27,404.69,27.25,128.63
2011-10-28,404.95,26.98,128.6
2011-10-31,404.78,26.63,125.5
2011-11-01,396.51,25.99,122
2011-11-02,397.41,26.01,123.99
2011-11-03,403.07,26.53,126.25
2011-11-04,400.24,26.25,125.48
2011-11-07,399.73,26.8,126.26
2011-11-08,406.23,27.16,127.88
2011-11-09,395.28,26.2,123.16
2011-11-10,385.22,26.28,124.32
2011-11-11,384.62,26.91,126.66
2011-11-14,379.26,26.76,125.46
2011-11-15,388.83,26.74,126.08
2011-11-16,384.77,26.07,124.08
2011-11-17,377.41,25.54,122.11
2011-11-18,374.94,25.3,121.98
2011-11-21,369.01,25,119.66
2011-11-22,376.51,24.79,119.19
2011-11-23,366.99,24.47,116.56
2011-11-25,363.57,24.3,116.34
2011-11-28,376.12,24.87,119.71
2011-11-29,373.2,24.84,120.05
2011-11-30,382.2,25.58,124.99
2011-12-01,387.93,25.28,124.97
2011-12-02,389.7,25.22,124.86
2011-12-05,393.01,25.7,126.22
2011-12-06,390.95,25.66,126.26
2011-12-07,389.09,25.6,126.73
2011-12-08,390.66,25.4,123.95
2011-12-09,393.62,25.7,126.05
2011-12-12,391.84,25.51,124.21
2011-12-13,388.81,25.76,123.05
2011-12-14,380.19,25.59,121.74
2011-12-15,378.94,25.56,122.18
2011-12-16,381.02,26,121.59
2011-12-19,382.21,25.53,120.29
2011-12-20,395.95,26.03,123.93
2011-12-21,396.45,25.76,124.17
2011-12-22,398.55,25.81,125.27
2011-12-23,403.33,26.03,126.39
2011-12-27,406.53,26.04,126.49
2011-12-28,402.64,25.82,124.83
2011-12-29,405.12,26.02,126.12
2011-12-30,405,25.96,125.5
2012-01-03,411.23,26.77,127.5
2012-01-04,413.44,27.4,127.7
2012-01-05,418.03,27.68,128.04
2012-01-06,422.4,28.11,127.71
2012-01-09,421.73,27.74,128.02
2012-01-10,423.24,27.84,129.13
2012-01-11,422.55,27.72,129.2
2012-01-12,421.39,28,129.51
2012-01-13,419.81,28.25,128.84
2012-01-17,424.7,28.26,129.34
2012-01-18,429.11,28.23,130.77
2012-01-19,427.75,28.12,131.46
2012-01-20,420.3,29.71,131.95
2012-01-23,427.41,29.73,131.61
2012-01-24,420.41,29.34,131.46
2012-01-25,446.66,29.56,132.56
2012-01-26,444.63,29.5,131.88
2012-01-27,447.28,29.23,131.82
2012-01-30,453.01,29.61,131.37
2012-01-31,456.48,29.53,131.32
2012-02-01,456.19,29.89,132.47
2012-02-02,455.12,29.95,132.68
2012-02-03,459.68,30.24,134.54
2012-02-06,463.97,30.2,134.45
2012-02-07,468.83,30.35,134.79
2012-02-08,476.68,30.66,135.19
2012-02-09,493.17,30.77,135.36
2012-02-10,493.42,30.5,134.36
2012-02-13,502.6,30.58,135.36
2012-02-14,509.46,30.25,135.19
2012-02-15,497.67,30.05,134.56
2012-02-16,502.21,31.29,136.05
2012-02-17,502.12,31.25,136.41
2012-02-21,514.85,31.44,136.47
2012-02-22,513.04,31.27,136.03
2012-02-23,516.39,31.37,136.63
2012-02-24,522.41,31.48,136.93
2012-02-27,525.76,31.35,137.16
2012-02-28,535.41,31.87,137.56
2012-02-29,542.44,31.74,137.02
2012-03-01,544.47,32.29,137.73
2012-03-02,545.18,32.08,137.31
2012-03-05,533.16,31.8,136.75
2012-03-06,530.26,31.56,134.75
2012-03-07,530.69,31.84,135.69
2012-03-08,541.99,32.01,137.04
2012-03-09,545.17,31.99,137.57
2012-03-12,552,32.04,137.58
2012-03-13,568.1,32.67,140.06
2012-03-14,589.58,32.77,139.91
2012-03-15,585.56,32.85,140.72
2012-03-16,585.57,32.6,140.3
2012-03-19,601.1,32.2,140.85
2012-03-20,605.96,31.99,140.44
2012-03-21,602.5,31.91,140.21
2012-03-22,599.34,32,139.2
2012-03-23,596.05,32.01,139.65
2012-03-26,606.98,32.59,141.61
2012-03-27,614.48,32.52,141.17
2012-03-28,617.62,32.19,140.47
2012-03-29,609.86,32.12,140.23
2012-03-30,599.55,32.26,140.81
2012-04-02,618.63,32.29,141.84
2012-04-03,629.32,31.94,141.26
2012-04-04,624.31,31.21,139.86
2012-04-05,633.68,31.52,139.79
2012-04-09,636.23,31.1,138.22
2012-04-10,628.44,30.47,135.9
2012-04-11,626.2,30.35,137
2012-04-12,622.77,30.98,138.79
2012-04-13,605.23,30.81,137.14
2012-04-16,580.13,31.08,137.05
2012-04-17,609.7,31.44,139.08
2012-04-18,608.34,31.14,138.61
2012-04-19,587.44,31.01,137.72
2012-04-20,572.98,32.42,137.95
2012-04-23,571.7,32.12,136.79
2012-04-24,560.28,31.92,137.31
2012-04-25,610,32.2,139.19
2012-04-26,607.7,32.11,140.16
2012-04-27,603,31.98,140.39
2012-04-30,583.98,32.02,139.87
2012-05-01,582.13,32.01,140.74
2012-05-02,585.98,31.8,140.32
2012-05-03,581.82,31.76,139.25
2012-05-04,565.25,30.98,137
2012-05-07,569.48,30.65,137.1
2012-05-08,568.18,30.5,136.55
2012-05-09,569.18,30.76,135.74
2012-05-10,570.52,30.74,136.02
2012-05-11,566.71,31.16,135.61
2012-05-14,558.22,30.68,134.11
2012-05-15,553.17,30.21,133.34
2012-05-16,546.08,29.9,132.83
2012-05-17,530.12,29.72,130.86
2012-05-18,530.38,29.27,129.74
2012-05-21,561.28,29.75,131.97
2012-05-22,556.97,29.76,132.2
2012-05-23,570.56,29.11,132.27
2012-05-24,565.32,29.07,132.53
2012-05-25,562.29,29.06,132.1
2012-05-29,572.27,29.56,133.7
2012-05-30,579.17,29.34,131.76
2012-05-31,577.73,29.19,131.47
2012-06-01,560.99,28.45,128.16
2012-06-04,564.29,28.55,128.1
2012-06-05,562.83,28.51,129.07
2012-06-06,571.46,29.35,131.97
2012-06-07,571.72,29.23,132.05
2012-06-08,580.32,29.65,133.1
2012-06-11,571.17,28.9,131.41
2012-06-12,576.16,29.29,132.92
2012-06-13,572.16,29.13,132.07
2012-06-14,571.53,29.34,133.47
2012-06-15,574.13,30.02,134.14
2012-06-18,585.78,29.84,134.4
2012-06-19,587.41,30.7,135.7
2012-06-20,585.74,30.93,135.48
2012-06-21,577.67,30.14,132.44
2012-06-22,582.1,30.7,133.46
2012-06-25,570.77,29.87,131.32
2012-06-26,572.03,30.02,131.98
2012-06-27,574.5,30.17,133.17
2012-06-28,569.05,29.91,132.79
2012-06-29,584,30.59,136.1
2012-07-02,592.52,30.56,136.51
2012-07-03,599.41,30.76,137.41
2012-07-05,609.94,30.7,136.79
2012-07-06,605.88,30.19,135.49
2012-07-09,613.89,30,135.32
2012-07-10,608.21,29.74,134.14
2012-07-11,604.43,29.3,134.16
2012-07-12,598.9,28.63,133.51
2012-07-13,604.97,29.39,135.75
2012-07-16,606.91,29.44,135.43
2012-07-17,606.94,29.66,136.36
2012-07-18,606.26,30.45,137.37
2012-07-19,614.32,30.67,137.73
2012-07-20,604.3,30.12,136.47
2012-07-23,603.83,29.28,135.09
2012-07-24,600.92,29.15,133.93
2012-07-25,574.97,28.83,133.96
2012-07-26,574.88,29.16,136.17
2012-07-27,585.16,29.76,138.68
2012-07-30,595.03,29.64,138.68
2012-07-31,610.76,29.47,137.71
2012-08-01,606.81,29.41,137.59
2012-08-02,607.79,29.19,136.64
2012-08-03,615.7,29.75,139.35
2012-08-06,622.55,29.95,139.62
2012-08-07,620.91,30.26,140.32
2012-08-08,619.86,30.33,140.49
2012-08-09,620.73,30.5,140.61
2012-08-10,621.7,30.42,140.84
2012-08-13,630,30.39,140.77
2012-08-14,631.69,30.13,140.79
2012-08-15,630.83,30.2,140.95
2012-08-16,636.34,30.78,141.99
2012-08-17,648.11,30.9,142.18
2012-08-20,665.15,30.74,142.19
2012-08-21,656.06,30.8,141.76
2012-08-22,668.87,30.54,141.82
2012-08-23,662.63,30.26,140.66
2012-08-24,663.22,30.56,141.51
2012-08-27,675.68,30.69,141.54
2012-08-28,674.8,30.63,141.4
2012-08-29,673.47,30.65,141.51
2012-08-30,663.87,30.32,140.49
2012-08-31,665.24,30.82,141.16
2012-09-04,674.97,30.39,141.03
2012-09-05,670.23,30.39,140.91
2012-09-06,676.27,31.35,143.77
2012-09-07,680.44,30.95,144.33
2012-09-10,662.74,30.72,143.51
2012-09-11,660.59,30.79,143.91
2012-09-12,669.79,30.78,144.39
2012-09-13,682.98,30.94,146.59
2012-09-14,691.28,31.21,147.24
2012-09-17,699.78,31.21,146.74
2012-09-18,701.91,31.18,146.62
2012-09-19,702.1,31.05,146.7
2012-09-20,698.7,31.45,146.71
2012-09-21,700.09,31.19,145.87
2012-09-24,690.79,30.78,145.65
2012-09-25,673.54,30.39,144.1
2012-09-26,665.18,30.17,143.29
2012-09-27,681.32,30.16,144.64
2012-09-28,667.1,29.76,143.97
2012-10-01,659.39,29.49,144.35
2012-10-02,661.31,29.66,144.5
2012-10-03,671.45,29.86,145.09
2012-10-04,666.8,30.03,146.13
2012-10-05,652.59,29.85,146.14
2012-10-08,638.17,29.78,145.64
2012-10-09,635.85,29.28,144.2
2012-10-10,640.91,28.98,143.28
2012-10-11,628.1,28.95,143.36
2012-10-12,629.71,29.2,142.89
2012-10-15,634.76,29.51,144.08
2012-10-16,649.79,29.49,145.54
2012-10-17,644.61,29.59,146.2
2012-10-18,632.64,29.5,145.82
2012-10-19,609.84,28.64,143.39
2012-10-22,634.03,28,143.41
2012-10-23,613.36,28.05,141.42
2012-10-24,616.83,27.9,141.02
2012-10-25,609.54,27.88,141.43
2012-10-26,604,28.21,141.35
2012-10-31,595.32,28.54,141.35
2012-11-01,596.54,29.52,142.83
2012-11-02,576.8,29.5,141.56
2012-11-05,584.62,29.63,141.85
2012-11-06,582.85,29.86,142.96
2012-11-07,558,29.08,139.72
2012-11-08,537.75,28.81,138.04
2012-11-09,547.06,28.83,138.16
2012-11-12,542.83,28.22,138.27
2012-11-13,542.9,27.09,137.79
2012-11-14,536.88,26.84,135.93
2012-11-15,525.62,26.66,135.7
2012-11-16,527.68,26.52,136.37
2012-11-19,565.73,26.73,139.13
2012-11-20,560.91,26.71,139.19
2012-11-21,561.7,26.95,139.45
2012-11-23,571.5,27.7,141.35
2012-11-26,589.53,27.39,141.05
2012-11-27,584.78,27.08,140.33
2012-11-28,582.94,27.36,141.46
2012-11-29,589.36,26.95,142.12
2012-11-30,585.28,26.62,142.15
2012-12-03,586.19,26.43,141.45
2012-12-04,575.85,26.37,141.25
2012-12-05,538.79,26.67,141.5
2012-12-06,547.24,26.73,141.98
2012-12-07,533.25,26.46,142.41
2012-12-10,529.82,26.94,142.47
2012-12-11,541.39,27.32,143.44
2012-12-12,539,27.24,143.51
2012-12-13,529.69,27.11,142.63
2012-12-14,509.79,26.81,142.1
2012-12-17,518.83,27.1,143.77
2012-12-18,533.9,27.56,145.37
